label,total_tweets,TTIM,TTISD,TTM,TTSD,avg_tweet_size,avg_hashtag_count,retweeted_to_total_tweets,url_ratio,mentions_ratio,retweet_per_tweet,favourites_per_tweet
1.0,29.0,6.196129869093232,10.894666498007606,19.103448275862068,7.909959109600218,0.4827586206896552,0.0,0.0,0.5172413793103449,0.10344827586206896,0.0,0.034482758620689655
1.0,1433.0,-0.01637490792432396,27.4062237152809,24.833217027215632,7.4974008162771675,0.03558967201674808,0.17096999302163293,0.34891835310537334,0.09141660851360782,0.6413119330076762,157.2721563154222,1.7808792742498256
1.0,40.0,11.79149103009259,16.705253101344578,32.95,3.704171442569764,0.5,0.05,0.125,0.5,0.4,0.575,0.125
1.0,61.0,-0.1537296979356411,109.25115869794341,13.836065573770492,6.854557709097349,1.9672131147540983,0.0,0.0,0.5245901639344263,0.5573770491803278,0.01639344262295082,0.0
1.0,982.0,-0.029622970411857713,18.836542909863653,30.478615071283095,6.827080619126689,0.11710794297352342,0.48778004073319753,0.3818737270875764,0.44908350305498984,0.8767820773930753,25.616089613034625,0.24338085539714868
1.0,310.0,-0.030806936977303172,30.713310924412568,24.43225806451613,7.660510609242,0.14838709677419354,0.016129032258064516,0.03870967741935484,0.04516129032258064,0.6129032258064516,0.16774193548387098,0.012903225806451613
1.0,44.0,2.6814996317340056,5.589426672196121,30.454545454545453,7.979466857319713,3.0681818181818183,0.29545454545454547,0.38636363636363635,0.0,0.5909090909090909,59.93181818181818,8.477272727272727
1.0,71.0,0.8739907733437666,3.7793383211671694,17.014084507042252,7.424080504111961,1.2253521126760563,0.09859154929577464,0.15492957746478872,0.04225352112676056,0.9014084507042254,5.084507042253521,0.2676056338028169
1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,658.0,-0.0013715981368907647,3.5478592036663397,26.638297872340427,6.343641914170092,0.21580547112462006,1.0243161094224924,0.9817629179331308,0.6656534954407295,1.5972644376899696,8306.655015197568,1219.434650455927
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,556.0,-0.011296483646414892,61.79976304801266,32.381294964028775,5.317598343768192,0.17985611510791366,0.048561151079136694,0.01079136690647482,0.18345323741007194,0.35251798561151076,14.879496402877697,0.9424460431654677
1.0,355.0,0.5633849765258213,4.469130608873578,14.208450704225353,4.831474050496987,0.48732394366197185,1.0,0.14084507042253522,0.03380281690140845,0.14084507042253522,1844.0366197183098,0.01971830985915493
1.0,30.0,52.78556635802469,54.75617469712635,29.133333333333333,7.468275653920244,0.9666666666666667,0.23333333333333334,0.1,0.26666666666666666,0.3,0.0,0.0
1.0,20.0,67.40536053240741,77.70668850843428,24.5,8.276472678623424,1.45,0.25,0.4,0.05,0.65,52.6,5.1
1.0,306.0,4.912051107480031,11.047397057539369,24.45751633986928,8.443901125256517,0.09803921568627451,0.35294117647058826,0.10130718954248366,0.34967320261437906,1.2254901960784315,55.39869281045752,4.794117647058823
1.0,96.0,7.668336467978392,12.106890980450924,33.041666666666664,5.040109627883309,0.3958333333333333,0.19791666666666666,0.020833333333333332,0.03125,0.6979166666666666,44.572916666666664,2.3229166666666665
1.0,193.0,-0.15408612790251305,17.013066415914984,27.626943005181346,4.88585819022922,0.36787564766839376,0.45077720207253885,0.5803108808290155,0.2538860103626943,0.6010362694300518,2262.4870466321245,0.3160621761658031
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,436.0,-0.3784901408002011,63.41934222641677,21.68807339449541,6.7864582010677745,0.21330275229357798,0.0,0.5068807339449541,0.9931192660550459,0.5068807339449541,1.463302752293578,0.0
1.0,78.0,17.925853365384626,55.703403098157466,21.102564102564102,5.351267407060622,1.1666666666666667,0.0,0.01282051282051282,0.038461538461538464,0.08974358974358974,33.69230769230769,5.923076923076923
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,218.0,-0.039527268093783485,72.38583593504352,20.146788990825687,8.3550041961437,0.26146788990825687,0.18807339449541285,0.5963302752293578,0.05963302752293578,0.9128440366972477,471.0091743119266,7.853211009174312
1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,642.0,2.218922277027806,10.337552231320105,19.909657320872274,7.458243335886255,0.1791277258566978,0.03271028037383177,0.19470404984423675,0.2834890965732087,0.5171339563862928,79.35046728971963,0.09345794392523364
1.0,1507.0,-0.0037503148885448833,27.65809848941642,27.316522893165228,7.077542379720109,0.055739880557398806,0.21035169210351692,0.16854678168546783,0.5773059057730591,0.7823490378234904,44.076310550763104,4.3271400132714
1.0,54.0,15.780151320301782,35.071508354331584,23.74074074074074,8.311789389307094,0.8703703703703703,0.018518518518518517,0.0,0.0,0.8148148148148148,0.018518518518518517,0.018518518518518517
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,207.50635251322754,299.655846146146,25.714285714285715,7.71469270395675,5.142857142857143,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.2857142857142857
1.0,62.0,20.559816868279572,40.07664445914211,21.580645161290324,4.476268396430708,0.8064516129032258,0.22580645161290322,0.11290322580645161,0.1935483870967742,0.3225806451612903,0.11290322580645161,0.0
1.0,567.0,-0.010710427689593599,44.71948198136212,27.590828924162256,7.240450761740509,0.25044091710758376,0.48500881834215165,0.20987654320987653,0.047619047619047616,0.8165784832451499,277.336860670194,19.656084656084655
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,95.63924305555557,138.33187737440718,35.2,4.141926551202418,5.8,0.0,0.0,0.0,0.6,0.0,0.0
1.0,12.0,111.75763117283951,127.76564704727689,20.333333333333332,8.514267650431739,0.5833333333333334,0.0,0.0,0.25,0.25,0.08333333333333333,0.0
1.0,7.0,28.976830357142855,40.40366403382461,8.571428571428571,2.4629117048595277,10.571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
1.0,2.0,17.83843171296296,20.598046702799845,30.0,4.618802153517006,71.5,0.5,1.0,0.0,1.5,727.5,217.5
1.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,29.0,28.56452626117496,66.73902466130534,20.96551724137931,7.639328939276554,3.6206896551724137,0.0,0.0,0.10344827586206896,0.10344827586206896,0.0,0.0
1.0,330.0,0.878283950617284,7.1042523649678095,24.315151515151516,4.211338860060073,0.10606060606060606,1.003030303030303,0.01818181818181818,0.015151515151515152,0.024242424242424242,2316.8030303030305,0.0
1.0,116.0,-0.1486994133141793,98.60279868002706,23.948275862068964,7.765459327108684,0.5862068965517241,0.05172413793103448,0.017241379310344827,0.3448275862068966,0.33620689655172414,0.16379310344827586,0.1206896551724138
1.0,1462.0,0.9492577709378327,2.8298658138708537,22.64295485636115,7.861828758359261,0.007523939808481532,0.06839945280437756,0.1094391244870041,0.09575923392612859,0.20998632010943913,8.41655266757866,0.027359781121751026
1.0,58.0,20.55359654374202,36.55795977721618,21.93103448275862,4.317670536362138,1.0689655172413792,0.034482758620689655,0.017241379310344827,0.034482758620689655,0.1896551724137931,446.7068965517241,119.87931034482759
