label,total_tweets,TTIM,TTISD,TTM,TTSD,avg_tweet_size,avg_hashtag_count,retweeted_to_total_tweets,url_ratio,mentions_ratio,retweet_per_tweet,favourites_per_tweet
1.0,107.0,1.1674029724818278,3.0861342939128233,16.80373831775701,6.785596196257833,0.08411214953271028,0.08411214953271028,0.0,0.0,0.3925233644859813,0.018691588785046728,0.07476635514018691
1.0,119.0,1.05177209772798,3.2020367185494565,18.470588235294116,7.654684324465813,0.2773109243697479,0.058823529411764705,0.0,0.0,0.23529411764705882,0.03361344537815126,0.04201680672268908
1.0,121.0,1.0229937633914907,3.1535529523858963,22.264462809917354,7.628231196204273,0.6363636363636364,0.05785123966942149,0.0,0.0,0.2975206611570248,0.05785123966942149,0.01652892561983471
1.0,108.0,1.1598650763031553,3.292345112503065,18.48148148148148,6.986858588602117,0.5740740740740741,0.09259259259259259,0.0,0.0,0.35185185185185186,0.06481481481481481,0.10185185185185185
1.0,128.0,0.9749217845775457,2.9770030087745547,21.546875,7.223290048007699,0.8125,0.109375,0.0,0.0,0.3515625,0.0234375,0.0390625
1.0,118.0,1.057670668549906,3.0557268766566716,21.796610169491526,7.196204472995853,1.0169491525423728,0.05084745762711865,0.0,0.0,0.3305084745762712,0.059322033898305086,0.05084745762711865
1.0,145.0,0.8534588920817371,2.5065059439340303,22.49655172413793,7.3116781353852485,0.3310344827586207,0.10344827586206896,0.0,0.0,0.3793103448275862,0.09655172413793103,0.04827586206896552
1.0,93.0,1.354389312027081,3.810113335334731,23.096774193548388,7.398343319349795,0.8172043010752689,0.053763440860215055,0.0,0.0,0.3978494623655914,0.03225806451612903,0.043010752688172046
1.0,86.0,1.4471543927648582,4.107212837106405,28.41860465116279,5.988519775457638,1.5465116279069768,0.13953488372093023,0.0,0.0,0.3488372093023256,0.03488372093023256,0.08139534883720931
1.0,134.0,0.9376566818684356,2.63631267727221,20.98507462686567,7.558754894848771,0.5,0.06716417910447761,0.0,0.0,0.31343283582089554,0.04477611940298507,0.05970149253731343
1.0,91.0,1.3668667328042332,3.4904253588182454,26.10989010989011,5.218671614729051,0.967032967032967,0.01098901098901099,0.0,0.0,0.4065934065934066,0.07692307692307693,0.08791208791208792
1.0,97.0,1.2828549780450558,3.27543602416455,23.75257731958763,5.62425858226501,1.6391752577319587,0.05154639175257732,0.0,0.0,0.44329896907216493,0.041237113402061855,0.09278350515463918
1.0,103.0,1.2049764023732472,3.1464295658097194,19.45631067961165,6.852016508967741,0.6796116504854369,0.08737864077669903,0.0,0.0,0.3300970873786408,0.02912621359223301,0.009708737864077669
1.0,86.0,1.446275301464256,3.754225921335104,17.767441860465116,5.416929504340809,0.4883720930232558,0.11627906976744186,0.0,0.0,0.36046511627906974,0.011627906976744186,0.046511627906976744
1.0,109.0,1.1373913735983692,3.351873485482497,22.770642201834864,7.39773069810415,0.5045871559633027,0.027522935779816515,0.0,0.0,0.3486238532110092,0.13761467889908258,0.08256880733944955
1.0,88.0,1.4127786984427608,3.886249419586162,21.613636363636363,7.000176250100245,0.13636363636363635,0.10227272727272728,0.0,0.0,0.29545454545454547,0.045454545454545456,0.056818181818181816
1.0,81.0,1.5356738683127578,4.169674329713598,22.864197530864196,5.167837159725475,0.7407407407407407,0.13580246913580246,0.0,0.0,0.30864197530864196,0.08641975308641975,0.037037037037037035
1.0,86.0,1.4654536767872528,4.037063771380139,22.372093023255815,5.1741861024112215,0.4883720930232558,0.06976744186046512,0.0,0.0,0.38372093023255816,0.05813953488372093,0.03488372093023256
1.0,108.0,1.1482154492455416,3.313148790566984,14.425925925925926,5.7011641829088155,1.0462962962962963,0.06481481481481481,0.0,0.0,0.37962962962962965,0.0,0.037037037037037035
1.0,91.0,1.3827814662189661,3.949650185710631,20.9010989010989,5.651506886059371,0.9120879120879121,0.054945054945054944,0.0,0.0,0.38461538461538464,0.02197802197802198,0.07692307692307693
1.0,115.0,1.0876431159420288,3.166821194032472,25.11304347826087,6.305457959255978,0.3391304347826087,0.0782608695652174,0.0,0.0,0.3391304347826087,0.034782608695652174,0.06956521739130435
1.0,96.0,1.3111365499614198,3.436809913152468,22.020833333333332,7.296983227566423,0.6666666666666666,0.07291666666666667,0.0,0.0,0.3958333333333333,0.09375,0.07291666666666667
1.0,112.0,1.1056986813822756,3.176921701510819,26.089285714285715,7.863622772016506,1.0446428571428572,0.05357142857142857,0.0,0.0,0.36607142857142855,0.0625,0.0625
1.0,78.0,1.5937980769230775,4.269309273671978,20.94871794871795,5.804835268089946,1.794871794871795,0.11538461538461539,0.0,0.0,0.2948717948717949,0.08974358974358974,0.05128205128205128
1.0,95.0,1.3286059941520474,3.462364541626615,25.68421052631579,5.846928899430761,0.14736842105263157,0.11578947368421053,0.0,0.0,0.3894736842105263,0.05263157894736842,0.06315789473684211
1.0,80.0,1.555371672453704,4.128798357488585,21.15,5.131662719251037,0.8375,0.0625,0.0,0.0,0.3125,0.025,0.0625
1.0,83.0,1.4969911590807674,3.7197894430490996,20.771084337349397,5.771048589769779,0.26506024096385544,0.18072289156626506,0.0,0.0,0.37349397590361444,0.08433734939759036,0.08433734939759036
1.0,100.0,1.240014351851852,3.5750852707974556,23.92,8.430526012309143,0.5,0.12,0.0,0.0,0.33,0.05,0.05
1.0,105.0,1.1833162477954144,3.1619637780896803,19.00952380952381,7.626601404695385,0.7047619047619048,0.06666666666666667,0.0,0.0,0.34285714285714286,0.02857142857142857,0.0380952380952381
1.0,114.0,1.0854562621832362,3.1987066986787664,20.157894736842106,7.356431735146442,0.19298245614035087,0.07894736842105263,0.0,0.0,0.32456140350877194,0.09649122807017543,0.08771929824561403
1.0,101.0,1.2338144022735607,3.4448288237891824,11.564356435643564,5.982734628890219,1.2772277227722773,0.0594059405940594,0.0,0.0,0.3564356435643564,0.019801980198019802,0.0297029702970297
1.0,90.0,1.400389146090535,3.4709894468367284,23.68888888888889,5.9793146430212465,1.0777777777777777,0.1111111111111111,0.0,0.0,0.32222222222222224,0.05555555555555555,0.06666666666666667
1.0,128.0,0.9795430953414352,2.6800577963303494,22.4375,7.423267606706922,0.71875,0.078125,0.0,0.0,0.359375,0.0703125,0.046875
1.0,114.0,1.0872030336257315,3.213482237334817,17.473684210526315,7.026761470827863,0.2543859649122807,0.08771929824561403,0.0,0.0,0.3508771929824561,0.03508771929824561,0.02631578947368421
1.0,109.0,1.138124469079171,3.0938895028541835,16.110091743119266,5.70687169648119,0.26605504587155965,0.07339449541284404,0.0,0.0,0.3394495412844037,0.045871559633027525,0.08256880733944955
1.0,105.0,1.1809634038800707,3.07567763326923,20.285714285714285,7.223603749363579,1.2476190476190476,0.08571428571428572,0.0,0.0,0.29523809523809524,0.047619047619047616,0.0761904761904762
1.0,110.0,1.1261988636363633,3.3069762041178357,25.363636363636363,7.342789857347521,0.7636363636363637,0.045454545454545456,0.0,0.0,0.2909090909090909,0.03636363636363636,0.08181818181818182
1.0,94.0,1.3402189223798269,3.6701034912808215,25.170212765957448,5.841781236062552,0.6170212765957447,0.09574468085106383,0.0,0.0,0.3404255319148936,0.06382978723404255,0.06382978723404255
1.0,90.0,1.3824079218107,3.5242060732415377,17.866666666666667,6.368217171558621,0.4777777777777778,0.06666666666666667,0.0,0.0,0.32222222222222224,0.03333333333333333,0.06666666666666667
1.0,120.0,1.0412992862654327,3.1078609597140576,21.233333333333334,7.770971984172929,0.875,0.08333333333333333,0.0,0.0,0.31666666666666665,0.025,0.03333333333333333
1.0,120.0,1.0432446952160495,2.981429266028945,16.266666666666666,6.640730581037772,0.39166666666666666,0.05,0.0,0.0,0.4,0.06666666666666667,0.041666666666666664
1.0,86.0,1.4463588770456508,3.645500470086145,25.186046511627907,4.786379082835187,1.058139534883721,0.05813953488372093,0.0,0.0,0.29069767441860467,0.03488372093023256,0.0
1.0,87.0,1.4511812207322263,3.751656875240193,21.448275862068964,5.660306278958454,1.3218390804597702,0.09195402298850575,0.0,0.0,0.22988505747126436,0.04597701149425287,0.034482758620689655
1.0,110.0,1.1297713594276093,3.190298353560477,25.945454545454545,7.423840519106945,0.3181818181818182,0.06363636363636363,0.0,0.0,0.32727272727272727,0.045454545454545456,0.06363636363636363
1.0,122.0,1.0164634562841535,2.762990310884536,17.311475409836067,6.460733553891149,0.7459016393442623,0.08196721311475409,0.0,0.0,0.36065573770491804,0.00819672131147541,0.040983606557377046
1.0,111.0,1.1203700575575575,3.3694470011398536,19.65765765765766,8.012291320016528,0.2882882882882883,0.08108108108108109,0.0,0.0,0.38738738738738737,0.02702702702702703,0.04504504504504504
1.0,85.0,1.4598871187363833,3.759752228460917,20.070588235294117,7.499817842085382,1.035294117647059,0.12941176470588237,0.0,0.0,0.36470588235294116,0.03529411764705882,0.07058823529411765
1.0,154.0,0.8161870941558445,2.6490126950217125,26.87012987012987,7.204708309145759,0.38961038961038963,0.05194805194805195,0.0,0.0,0.3181818181818182,0.06493506493506493,0.07792207792207792
1.0,137.0,0.9206734083536091,2.614864514834046,23.81021897810219,6.637536958421785,0.2846715328467153,0.058394160583941604,0.0,0.0,0.32116788321167883,0.014598540145985401,0.0072992700729927005
1.0,90.0,1.381734053497943,3.9154481964885868,17.57777777777778,5.092429356148388,0.2222222222222222,0.1,0.0,0.0,0.28888888888888886,0.022222222222222223,0.06666666666666667
1.0,111.0,1.136120808308308,3.2142892638221747,24.61261261261261,7.2646080545542775,1.0360360360360361,0.08108108108108109,0.0,0.0,0.36036036036036034,0.04504504504504504,0.09009009009009009
